StartTime,Date,ZocdocProviderID,ZocdocLocationID,New/Est
2018-05-07,17:00:00,198168,51285,New
2018-05-07,17:20:00,198168,51285,New
2018-05-07,17:40:00,198168,51285,New
2018-05-07,18:00:00,198168,51285,New
2018-05-08,09:00:00,198168,51285,New
2018-05-08,09:20:00,198168,51285,New
2018-05-08,11:20:00,198168,51285,New
2018-05-08,12:20:00,198168,51285,New
2018-05-08,12:40:00,198168,51285,New
2018-05-08,13:00:00,198168,51285,New
2018-05-08,13:20:00,198168,51285,New
2018-05-08,13:40:00,198168,51285,New
2018-05-08,14:00:00,198168,51285,New
2018-05-08,14:20:00,198168,51285,New
2018-05-08,14:40:00,198168,51285,New
2018-05-08,15:00:00,198168,51285,New
2018-05-08,15:20:00,198168,51285,New
2018-05-09,08:20:00,198168,51285,New
2018-05-09,08:40:00,198168,51285,New
2018-05-09,09:00:00,198168,51285,New
2018-05-09,09:20:00,198168,51285,New
2018-05-09,09:40:00,198168,51285,New
2018-05-09,10:00:00,198168,51285,New
2018-05-09,10:20:00,198168,51285,New
2018-05-09,10:40:00,198168,51285,New
2018-05-09,11:00:00,198168,51285,New
2018-05-09,11:20:00,198168,51285,New
2018-05-10,07:40:00,198168,51285,New
2018-05-10,08:00:00,198168,51285,New
2018-05-10,08:20:00,198168,51285,New
2018-05-10,08:40:00,198168,51285,New
2018-05-10,09:00:00,198168,51285,New
2018-05-10,10:00:00,198168,51285,New
2018-05-10,10:20:00,198168,51285,New
2018-05-10,10:40:00,198168,51285,New
2018-05-10,11:00:00,198168,51285,New
2018-05-10,11:20:00,198168,51285,New
2018-05-10,12:20:00,198168,51285,New
2018-05-10,12:40:00,198168,51285,New
2018-05-10,13:00:00,198168,51285,New
2018-05-10,13:20:00,198168,51285,New
2018-05-10,13:40:00,198168,51285,New
2018-05-10,14:00:00,198168,51285,New
2018-05-10,14:20:00,198168,51285,New
2018-05-14,10:20:00,198168,51285,New
2018-05-14,10:40:00,198168,51285,New
2018-05-14,11:00:00,198168,51285,New
2018-05-14,11:20:00,198168,51285,New
2018-05-14,12:20:00,198168,51285,New
2018-05-14,12:40:00,198168,51285,New
2018-05-14,13:00:00,198168,51285,New
2018-05-14,13:20:00,198168,51285,New
2018-05-14,13:40:00,198168,51285,New
2018-05-14,14:00:00,198168,51285,New
2018-05-14,14:20:00,198168,51285,New
2018-05-14,14:40:00,198168,51285,New
2018-05-14,15:00:00,198168,51285,New
2018-05-14,15:20:00,198168,51285,New
2018-05-14,15:40:00,198168,51285,New
2018-05-14,16:00:00,198168,51285,New
2018-05-14,16:20:00,198168,51285,New
2018-05-14,16:40:00,198168,51285,New
2018-05-14,17:00:00,198168,51285,New
2018-05-14,17:20:00,198168,51285,New
2018-05-14,17:40:00,198168,51285,New
2018-05-14,18:00:00,198168,51285,New
2018-05-15,09:00:00,198168,51285,New
2018-05-15,09:20:00,198168,51285,New
2018-05-15,09:40:00,198168,51285,New
2018-05-15,10:00:00,198168,51285,New
2018-05-15,10:20:00,198168,51285,New
2018-05-15,10:40:00,198168,51285,New
2018-05-15,12:20:00,198168,51285,New
2018-05-15,12:40:00,198168,51285,New
2018-05-15,13:00:00,198168,51285,New
2018-05-15,13:20:00,198168,51285,New
2018-05-15,13:40:00,198168,51285,New
2018-05-15,14:00:00,198168,51285,New
2018-05-15,14:20:00,198168,51285,New
2018-05-15,14:40:00,198168,51285,New
2018-05-15,15:00:00,198168,51285,New
2018-05-15,15:20:00,198168,51285,New
2018-05-16,08:00:00,198168,51285,New
2018-05-16,08:20:00,198168,51285,New
2018-05-16,08:40:00,198168,51285,New
2018-05-16,09:00:00,198168,51285,New
2018-05-16,09:20:00,198168,51285,New
2018-05-16,09:40:00,198168,51285,New
2018-05-16,10:00:00,198168,51285,New
2018-05-16,10:20:00,198168,51285,New
2018-05-16,11:20:00,198168,51285,New
2018-05-17,07:40:00,198168,51285,New
2018-05-17,08:00:00,198168,51285,New
2018-05-17,08:20:00,198168,51285,New
2018-05-17,08:40:00,198168,51285,New
2018-05-17,09:00:00,198168,51285,New
2018-05-17,09:20:00,198168,51285,New
2018-05-17,10:20:00,198168,51285,New
2018-05-17,10:40:00,198168,51285,New
2018-05-17,11:00:00,198168,51285,New
2018-05-17,11:20:00,198168,51285,New
2018-05-17,12:20:00,198168,51285,New
2018-05-17,13:20:00,198168,51285,New
2018-05-17,13:40:00,198168,51285,New
2018-05-17,14:00:00,198168,51285,New
2018-05-17,14:20:00,198168,51285,New
2018-05-21,10:00:00,198168,51285,New
2018-05-21,11:00:00,198168,51285,New
2018-05-21,11:20:00,198168,51285,New
2018-05-21,12:20:00,198168,51285,New
2018-05-21,12:40:00,198168,51285,New
2018-05-21,13:00:00,198168,51285,New
2018-05-21,13:20:00,198168,51285,New
2018-05-21,13:40:00,198168,51285,New
2018-05-21,14:00:00,198168,51285,New
2018-05-21,14:20:00,198168,51285,New
2018-05-21,16:20:00,198168,51285,New
2018-05-21,16:40:00,198168,51285,New
2018-05-21,17:00:00,198168,51285,New
2018-05-21,17:20:00,198168,51285,New
2018-05-21,17:40:00,198168,51285,New
2018-05-21,18:00:00,198168,51285,New
